Spectrum recorded / timer begun 11 06 2021 15:47:12

Timer Mass Analog Digital ScnTm Hght
94.079	211	-0.032484	3	0.50925	22.184
94.625	212	-0.036391	2	0.50925	24.815
95.188	213	-0.014676	8	0.50925	28.091
95.735	214	-0.043985	1	0.50925	8.7818
96.282	215	-0.01966	8	0.50925	26.949
96.844	216	-0.033923	3	0.50925	23.226
97.391	217	-0.024682	4	0.50925	39.16
97.954	218	-0.038163	2	0.50925	35.139
98.5	219	-0.0020893	11	0.50925	40.301
99.25	220	-0.0325	3	0.50925	25.708
99.985	221	-0.031504	3	0.50925	39.259
100.719	222	-0.0352	3	0.50925	20.794
101.266	223	-0.040271	2	0.50925	11.76
101.829	224	-0.044105	1	0.50925	12.405
102.375	225	-0.03512	3	0.50925	33.203
102.938	226	-0.037588	2	0.50925	41.89
103.485	227	-0.038666	2	0.50925	9.03
104.235	228	-0.028212	5	0.50925	17.22
104.969	229	-0.021959	6	0.50925	36.082
105.688	230	-0.037252	2	0.50925	29.729
106.25	231	-0.040335	3	0.50925	14.043
106.797	232	-0.039233	2	0.50925	25.658
107.36	233	-0.038849	3	0.50925	14.341
108.094	234	-0.036454	4	0.50925	23.177
108.829	235	-0.027566	4	0.50925	51.42
109.563	236	-0.040766	2	0.50925	31.118
110.11	237	-0.046851	0	0.50925	1.1378
110.672	238	-0.045175	1	0.50925	10.172
111.219	239	-0.0095955	9	0.50925	33.501
111.782	240	-0.03833	2	0.50925	20.149
112.329	241	0.016478	16	0.50925	36.727
112.891	242	-0.028978	5	0.50925	23.574
113.438	243	-0.015667	9	0.50925	44.719
114	244	-0.040854	1	0.50925	22.482
114.547	245	-0.027087	3	0.50925	49.881
115.11	246	-0.042515	1	0.50925	16.178
115.657	247	0.42343	113	0.50925	78.77
116.219	248	0.026245	14	0.50925	70.133
116.766	249	-0.034545	3	0.50925	36.181
117.329	250	-0.041804	1	0.50925	25.063
